data,hora,cidade,volume_transmitido_mb
2024-04-05,03:55,Podgorica,19.44
2024-04-04,17:03,Sarajevo,31.78
2024-04-02,18:00,Tirana,12.15
2024-04-07,07:54,Podgorica,17.47
2024-04-02,18:27,Skopje,11.14
2024-04-06,21:45,Podgorica,0.54
2024-04-01,17:17,Podgorica,20.77
2024-04-02,19:54,Podgorica,21.18
2024-04-04,14:29,Podgorica,31.39
2024-04-02,12:19,Sarajevo,7.3
2024-04-02,08:09,Tirana,32.6
2024-04-02,06:28,Tirana,16.32
2024-04-04,10:46,Skopje,0.05
2024-04-05,02:11,Tirana,3.0
2024-04-02,18:43,Skopje,10.7
2024-04-04,01:51,Podgorica,3.83
2024-04-03,17:59,Podgorica,13.88
2024-04-01,09:53,Tirana,13.83
2024-04-03,08:30,Skopje,1.2
2024-04-07,11:24,Skopje,20.55
2024-04-01,14:27,Sarajevo,10.92
2024-04-04,19:09,Pristina,5.97
2024-04-01,19:29,Pristina,6.96
2024-04-07,00:27,Skopje,19.96
2024-04-01,16:59,Sarajevo,5.34
2024-04-01,21:23,Skopje,10.28
2024-04-06,23:10,Skopje,7.91
2024-04-06,17:46,Podgorica,20.21
2024-04-07,06:28,Sarajevo,3.06
2024-04-02,10:57,Skopje,2.71
2024-04-07,23:57,Podgorica,26.73
2024-04-03,17:20,Skopje,39.81
2024-04-02,00:09,Podgorica,28.73
2024-04-06,13:19,Skopje,3.09
2024-04-07,04:15,Podgorica,9.89
2024-04-03,07:31,Skopje,0.77
2024-04-03,01:38,Sarajevo,8.61
2024-04-07,23:33,Podgorica,0.88
2024-04-06,05:31,Skopje,2.18
2024-04-05,18:28,Podgorica,1.07
2024-04-07,15:17,Skopje,4.55
2024-04-03,06:51,Skopje,23.21
2024-04-02,09:34,Sarajevo,8.96
2024-04-04,22:35,Podgorica,2.55
2024-04-02,20:03,Sarajevo,14.5
2024-04-01,11:29,Tirana,7.94
2024-04-07,16:14,Skopje,0.33
2024-04-01,19:31,Tirana,2.05
2024-04-02,00:09,Sarajevo,26.39
2024-04-05,08:45,Podgorica,19.69
2024-04-03,13:10,Sarajevo,3.31
2024-04-02,08:18,Tirana,5.54
2024-04-05,13:48,Sarajevo,1.82
2024-04-06,11:15,Skopje,8.12
2024-04-01,09:57,Skopje,12.36
2024-04-01,09:32,Pristina,29.51
2024-04-05,13:26,Podgorica,18.46
2024-04-02,01:17,Pristina,9.2
2024-04-02,01:37,Pristina,16.37
2024-04-05,20:25,Skopje,9.31
2024-04-03,14:30,Pristina,11.83
2024-04-06,15:03,Skopje,1.78
2024-04-01,10:10,Skopje,0.8
2024-04-04,12:15,Podgorica,6.23
2024-04-07,12:09,Sarajevo,6.01
2024-04-05,00:14,Podgorica,3.44
2024-04-02,05:09,Sarajevo,2.64
2024-04-06,05:48,Skopje,9.0
2024-04-05,23:53,Sarajevo,12.25
2024-04-05,01:59,Tirana,9.35
2024-04-06,01:04,Sarajevo,7.43
2024-04-07,22:46,Podgorica,25.9
2024-04-05,18:12,Skopje,50.06
2024-04-01,00:07,Skopje,5.08
2024-04-07,00:36,Podgorica,15.1
2024-04-04,05:34,Podgorica,3.27
2024-04-05,20:11,Sarajevo,17.86
2024-04-02,23:02,Podgorica,14.26
2024-04-01,04:42,Skopje,4.86
2024-04-03,05:20,Sarajevo,0.51
2024-04-01,11:27,Skopje,2.47
2024-04-05,12:29,Pristina,1.31
2024-04-05,23:43,Sarajevo,66.87
2024-04-04,13:08,Pristina,16.54
2024-04-01,21:23,Tirana,87.53
2024-04-07,19:06,Sarajevo,2.66
2024-04-07,18:32,Skopje,1.46
2024-04-06,10:33,Skopje,1.24
2024-04-01,04:24,Podgorica,25.64
2024-04-06,05:44,Pristina,9.56
2024-04-02,17:44,Podgorica,6.64
2024-04-07,11:46,Pristina,31.78
2024-04-03,19:59,Pristina,18.67
2024-04-06,19:41,Podgorica,19.05
2024-04-05,11:30,Pristina,8.98
2024-04-05,22:16,Podgorica,8.58
2024-04-05,10:56,Tirana,27.63
2024-04-06,12:30,Pristina,4.39
2024-04-05,04:49,Skopje,5.9
2024-04-01,02:35,Tirana,17.17
2024-04-05,00:19,Skopje,3.87
2024-04-07,06:46,Podgorica,1.2
2024-04-01,07:21,Skopje,10.78
2024-04-06,02:38,Skopje,1.06
2024-04-01,15:48,Podgorica,15.88
2024-04-01,07:39,Sarajevo,3.97
2024-04-02,05:47,Podgorica,16.4
2024-04-04,07:01,Skopje,16.66
2024-04-03,13:14,Tirana,7.41
2024-04-01,02:21,Skopje,29.99
2024-04-04,22:21,Pristina,24.32
2024-04-06,21:12,Pristina,8.21
2024-04-02,05:10,Skopje,2.05
2024-04-06,09:49,Podgorica,36.25
2024-04-06,11:20,Podgorica,27.44
2024-04-06,00:30,Sarajevo,12.29
2024-04-02,01:31,Tirana,15.12
2024-04-07,11:35,Pristina,18.25
2024-04-01,04:45,Pristina,0.71
2024-04-02,05:22,Tirana,3.85
2024-04-01,00:40,Podgorica,0.74
2024-04-06,10:04,Sarajevo,13.49
2024-04-03,05:18,Sarajevo,14.76
2024-04-07,10:37,Pristina,23.74
2024-04-04,13:54,Skopje,4.68
2024-04-02,00:52,Podgorica,11.05
2024-04-07,14:11,Skopje,3.73
2024-04-05,23:16,Pristina,1.48
2024-04-07,10:10,Sarajevo,26.52
2024-04-06,04:28,Sarajevo,17.78
2024-04-05,13:41,Skopje,8.55
2024-04-05,16:28,Podgorica,2.81
2024-04-07,18:45,Sarajevo,13.44
2024-04-02,06:46,Podgorica,10.77
2024-04-04,20:05,Skopje,23.18
2024-04-01,03:13,Sarajevo,4.75
2024-04-07,22:24,Pristina,4.7
2024-04-02,13:41,Pristina,4.4
2024-04-04,09:15,Skopje,13.9
2024-04-03,09:31,Sarajevo,9.51
2024-04-07,19:56,Pristina,9.87
2024-04-04,18:10,Skopje,8.9
2024-04-05,00:48,Pristina,10.9
2024-04-01,22:05,Skopje,0.76
2024-04-04,11:07,Podgorica,5.03
2024-04-03,15:48,Pristina,12.73
2024-04-04,19:22,Pristina,0.68
2024-04-04,19:03,Skopje,1.37
2024-04-01,14:15,Tirana,11.38
2024-04-01,03:02,Sarajevo,31.1
2024-04-02,01:17,Pristina,74.04
2024-04-03,12:29,Skopje,2.71
2024-04-06,16:50,Skopje,7.94
2024-04-05,06:12,Sarajevo,4.48
2024-04-05,04:48,Tirana,26.04
2024-04-03,07:21,Sarajevo,19.17
2024-04-06,19:25,Sarajevo,0.79
2024-04-01,12:06,Skopje,0.62
2024-04-03,19:13,Sarajevo,16.42
2024-04-06,23:31,Podgorica,6.91
2024-04-01,15:35,Skopje,20.87
2024-04-06,12:02,Skopje,6.57
2024-04-04,12:14,Sarajevo,15.58
2024-04-02,06:42,Tirana,13.51
2024-04-04,05:38,Skopje,36.68
2024-04-01,12:50,Tirana,19.31
2024-04-02,03:08,Skopje,1.03
2024-04-05,11:19,Pristina,25.72
2024-04-02,17:06,Tirana,8.94
2024-04-02,09:18,Skopje,0.67
2024-04-07,11:42,Skopje,6.3
2024-04-04,21:44,Podgorica,1.05
2024-04-01,18:50,Skopje,8.43
2024-04-06,22:46,Tirana,11.73
2024-04-03,06:19,Sarajevo,3.85
2024-04-02,13:22,Skopje,29.23
2024-04-03,04:14,Sarajevo,1.56
2024-04-01,19:01,Sarajevo,18.34
2024-04-03,08:01,Tirana,2.74
2024-04-03,06:27,Pristina,0.69
2024-04-02,19:26,Podgorica,2.52
2024-04-06,06:51,Skopje,7.14
2024-04-02,06:29,Skopje,28.17
2024-04-03,13:39,Pristina,13.02
2024-04-01,17:34,Tirana,17.48
2024-04-05,20:20,Skopje,3.89
2024-04-05,07:38,Sarajevo,2.19
2024-04-06,06:37,Skopje,0.47
2024-04-07,13:29,Skopje,7.55
2024-04-05,08:28,Skopje,9.2
2024-04-05,14:28,Skopje,27.07
2024-04-06,18:35,Skopje,5.65
2024-04-01,13:05,Sarajevo,26.29
2024-04-03,21:14,Sarajevo,48.72
2024-04-03,15:27,Skopje,6.24
2024-04-03,05:56,Pristina,9.75
2024-04-06,22:36,Pristina,21.53
2024-04-01,15:46,Podgorica,6.61
2024-04-06,08:50,Podgorica,2.93
2024-04-01,06:22,Pristina,4.73
2024-04-01,05:58,Sarajevo,11.81
2024-04-07,14:15,Skopje,122.38
2024-04-05,14:52,Skopje,76.37
2024-04-02,11:51,Sarajevo,5.91
2024-04-02,23:14,Podgorica,3.37
2024-04-01,21:47,Skopje,28.71
2024-04-03,14:10,Podgorica,2.13
2024-04-06,20:58,Tirana,6.54
2024-04-05,12:58,Pristina,11.96
2024-04-01,20:07,Skopje,4.84
2024-04-01,14:42,Sarajevo,9.32
2024-04-05,01:47,Sarajevo,21.07
2024-04-06,12:09,Pristina,10.14
2024-04-06,15:25,Pristina,21.52
2024-04-02,22:48,Skopje,6.75
2024-04-05,05:08,Podgorica,59.25
2024-04-02,08:50,Pristina,13.82
2024-04-07,07:34,Tirana,46.87
2024-04-02,07:03,Skopje,28.86
2024-04-03,17:35,Pristina,4.12
2024-04-04,18:42,Skopje,8.92
2024-04-06,07:41,Pristina,3.74
2024-04-01,18:57,Podgorica,9.72
2024-04-04,07:38,Tirana,30.84
2024-04-01,04:36,Pristina,6.66
2024-04-03,14:15,Podgorica,19.81
2024-04-06,11:41,Pristina,0.13
2024-04-02,23:21,Sarajevo,26.44
2024-04-01,18:08,Skopje,6.27
2024-04-04,22:28,Tirana,0.09
2024-04-02,13:15,Sarajevo,16.12
2024-04-03,14:27,Podgorica,18.06
2024-04-04,09:37,Skopje,1.21
2024-04-06,23:25,Pristina,0.37
2024-04-03,12:55,Skopje,1.76
2024-04-04,18:09,Podgorica,0.09
2024-04-06,22:29,Skopje,5.34
2024-04-06,11:53,Skopje,4.16
2024-04-05,11:45,Pristina,1.14
2024-04-02,18:35,Pristina,29.86
2024-04-01,20:38,Pristina,39.72
2024-04-07,10:02,Pristina,0.33
2024-04-02,15:28,Tirana,11.94
2024-04-02,23:08,Skopje,13.88
2024-04-06,04:40,Skopje,21.38
2024-04-01,03:02,Skopje,10.49
2024-04-06,07:31,Pristina,14.7
2024-04-01,02:39,Skopje,11.21
2024-04-07,09:23,Pristina,5.42
2024-04-05,18:06,Skopje,1.92
2024-04-05,19:19,Sarajevo,4.75
2024-04-04,10:25,Pristina,26.04
2024-04-05,20:56,Podgorica,20.71
2024-04-04,12:46,Skopje,3.14
2024-04-02,06:09,Podgorica,4.85
2024-04-07,06:09,Podgorica,9.44
2024-04-07,07:20,Skopje,1.3
2024-04-04,06:48,Sarajevo,6.7
2024-04-05,00:33,Skopje,5.64
2024-04-07,06:10,Podgorica,8.53
2024-04-05,05:31,Sarajevo,16.87
2024-04-07,00:22,Skopje,10.21
2024-04-05,22:14,Skopje,0.07
2024-04-01,03:54,Skopje,16.47
2024-04-06,14:03,Sarajevo,2.08
2024-04-04,09:28,Tirana,5.31
2024-04-05,22:42,Skopje,15.09
2024-04-01,18:44,Sarajevo,10.35
2024-04-07,09:35,Skopje,8.5
2024-04-05,00:17,Pristina,15.09
2024-04-04,10:48,Podgorica,0.81
2024-04-02,13:37,Podgorica,12.05
2024-04-04,01:44,Pristina,30.58
2024-04-02,09:25,Podgorica,3.65
2024-04-07,12:28,Tirana,0.55
2024-04-07,05:27,Skopje,15.82
2024-04-05,11:49,Podgorica,15.53
2024-04-02,00:21,Skopje,12.98
2024-04-01,03:54,Skopje,6.88
2024-04-03,22:13,Skopje,22.85
2024-04-06,13:02,Pristina,27.07
2024-04-03,14:28,Skopje,36.3
2024-04-06,13:36,Podgorica,1.99
2024-04-06,14:48,Pristina,19.99
2024-04-03,06:13,Skopje,4.65
2024-04-07,04:51,Podgorica,0.64
2024-04-03,17:23,Skopje,9.1
2024-04-02,21:45,Skopje,29.19
2024-04-05,00:58,Tirana,7.23
2024-04-03,19:43,Skopje,6.05
2024-04-05,07:18,Skopje,10.95
2024-04-03,13:49,Skopje,12.68
2024-04-05,12:36,Tirana,15.6
2024-04-04,01:22,Sarajevo,0.36
2024-04-07,03:15,Sarajevo,34.46
2024-04-02,12:44,Podgorica,4.25
2024-04-01,18:22,Pristina,0.92
2024-04-07,01:07,Tirana,47.48
2024-04-07,23:19,Sarajevo,71.21
2024-04-05,15:23,Pristina,22.5
2024-04-06,07:39,Skopje,14.5
2024-04-06,04:28,Sarajevo,4.85
2024-04-05,13:59,Sarajevo,15.16
2024-04-03,10:03,Skopje,15.44
2024-04-05,15:47,Podgorica,6.17
2024-04-07,19:04,Podgorica,33.13
2024-04-03,07:13,Podgorica,17.57
2024-04-06,09:23,Sarajevo,14.95
2024-04-04,22:45,Pristina,8.06
2024-04-02,22:23,Skopje,10.42
2024-04-06,05:57,Tirana,4.82
2024-04-05,09:53,Podgorica,11.87
2024-04-02,05:17,Skopje,12.34
2024-04-01,08:12,Sarajevo,0.77
2024-04-05,11:54,Podgorica,23.64
2024-04-07,19:17,Sarajevo,1.73
2024-04-07,13:47,Tirana,78.94
2024-04-05,23:20,Podgorica,3.71
2024-04-05,23:46,Pristina,2.91
2024-04-07,13:55,Skopje,26.53
2024-04-01,21:36,Podgorica,48.33
2024-04-05,13:53,Pristina,51.19
2024-04-02,16:09,Skopje,9.72
2024-04-05,20:16,Podgorica,9.19
2024-04-03,13:07,Podgorica,12.49
2024-04-06,17:57,Podgorica,13.86
2024-04-03,12:19,Podgorica,6.62
2024-04-03,18:49,Sarajevo,24.5
2024-04-02,12:57,Skopje,5.82
2024-04-07,08:15,Podgorica,1.5
2024-04-04,02:04,Pristina,9.83
2024-04-02,22:27,Tirana,5.11
2024-04-07,03:38,Skopje,46.47
2024-04-07,02:32,Pristina,21.47
2024-04-07,08:51,Skopje,1.43
2024-04-06,09:38,Skopje,45.22
2024-04-02,22:05,Tirana,14.59
2024-04-04,10:36,Sarajevo,12.45
2024-04-03,02:08,Skopje,4.12
2024-04-03,13:39,Skopje,0.42
2024-04-07,10:16,Podgorica,0.6
2024-04-04,20:00,Skopje,2.41
2024-04-02,22:20,Tirana,8.47
2024-04-02,23:51,Podgorica,13.02
2024-04-01,18:52,Pristina,6.53
2024-04-05,08:57,Sarajevo,33.46
2024-04-02,12:19,Pristina,25.99
2024-04-03,05:00,Sarajevo,13.42
2024-04-01,10:14,Skopje,0.5
2024-04-04,04:10,Tirana,1.07
2024-04-02,17:08,Sarajevo,9.24
2024-04-03,12:07,Skopje,6.52
2024-04-01,04:49,Podgorica,31.3
2024-04-06,03:35,Pristina,5.14
2024-04-04,10:38,Sarajevo,2.05
2024-04-01,13:44,Podgorica,13.39
2024-04-04,18:45,Skopje,0.84
2024-04-05,12:54,Sarajevo,3.41
2024-04-03,23:47,Skopje,3.93
2024-04-05,02:54,Skopje,3.18
2024-04-03,20:02,Skopje,16.32
2024-04-05,04:28,Podgorica,8.24
2024-04-02,21:49,Skopje,25.56
2024-04-01,03:25,Skopje,2.01
2024-04-06,00:14,Skopje,24.65
2024-04-04,13:41,Sarajevo,7.49
2024-04-06,21:03,Tirana,1.23
2024-04-03,06:33,Pristina,0.31
2024-04-07,01:12,Skopje,4.7
2024-04-02,23:12,Tirana,13.8
2024-04-01,02:32,Skopje,2.09
2024-04-02,22:40,Tirana,10.82
2024-04-01,18:24,Pristina,40.53
2024-04-03,21:59,Podgorica,2.98
2024-04-06,02:45,Skopje,38.07
2024-04-01,02:46,Tirana,28.5
2024-04-03,10:09,Skopje,24.68
2024-04-04,15:40,Skopje,3.6
2024-04-02,14:12,Tirana,29.13
2024-04-07,10:51,Podgorica,16.68
2024-04-03,23:27,Pristina,10.29
2024-04-03,04:51,Skopje,23.14
2024-04-05,04:33,Podgorica,0.24
2024-04-03,10:10,Podgorica,0.17
2024-04-01,21:33,Podgorica,27.8
2024-04-05,18:31,Skopje,18.31
2024-04-05,21:12,Podgorica,11.46
2024-04-02,13:20,Pristina,5.54
2024-04-01,16:39,Pristina,2.96
2024-04-07,03:30,Podgorica,7.58
2024-04-02,00:41,Skopje,24.82
2024-04-07,18:09,Tirana,30.77
2024-04-03,19:48,Tirana,1.1
2024-04-06,22:46,Skopje,12.72
2024-04-04,06:10,Podgorica,14.83
2024-04-06,01:31,Skopje,3.1
2024-04-01,02:19,Skopje,14.56
2024-04-05,04:43,Skopje,7.78
2024-04-03,03:44,Skopje,5.05
2024-04-01,00:18,Pristina,16.98
2024-04-02,19:26,Skopje,7.21
2024-04-03,14:45,Sarajevo,19.83
2024-04-05,09:58,Skopje,8.13
2024-04-04,08:55,Podgorica,69.63
2024-04-02,22:01,Skopje,36.93
2024-04-04,22:53,Skopje,10.97
2024-04-01,08:37,Skopje,11.9
2024-04-02,09:08,Sarajevo,3.16
2024-04-03,15:22,Tirana,11.0
2024-04-05,08:01,Skopje,9.9
2024-04-04,23:55,Skopje,11.96
2024-04-06,19:05,Tirana,13.88
2024-04-02,01:18,Skopje,45.37
2024-04-02,12:35,Skopje,13.71
2024-04-02,23:29,Tirana,18.25
2024-04-01,21:46,Skopje,16.91
2024-04-03,21:55,Podgorica,4.31
2024-04-06,06:59,Skopje,43.99
2024-04-05,10:49,Skopje,14.21
2024-04-03,01:54,Skopje,32.18
2024-04-02,06:13,Skopje,14.72
2024-04-05,06:04,Skopje,7.87
2024-04-07,10:43,Skopje,41.3
2024-04-01,01:22,Pristina,47.4
2024-04-02,10:53,Skopje,3.13
2024-04-06,19:27,Tirana,16.4
2024-04-02,06:18,Pristina,8.53
2024-04-06,07:54,Skopje,1.32
2024-04-03,13:16,Podgorica,10.78
2024-04-03,01:22,Pristina,13.35
2024-04-02,16:24,Tirana,16.66
2024-04-06,22:40,Podgorica,25.59
2024-04-04,14:06,Skopje,0.45
2024-04-04,19:25,Skopje,4.74
2024-04-06,17:32,Skopje,8.29
2024-04-01,19:44,Skopje,16.76
2024-04-07,14:39,Skopje,6.08
2024-04-04,00:50,Sarajevo,10.2
2024-04-02,09:13,Skopje,10.81
2024-04-01,10:02,Skopje,11.05
2024-04-01,08:09,Skopje,8.37
2024-04-06,09:46,Skopje,11.59
2024-04-03,00:32,Skopje,33.86
2024-04-03,06:18,Tirana,9.09
2024-04-04,02:18,Tirana,15.24
2024-04-01,11:19,Podgorica,8.77
2024-04-04,22:28,Tirana,22.99
2024-04-01,01:02,Pristina,5.19
2024-04-06,02:32,Pristina,3.37
2024-04-06,18:46,Tirana,0.87
2024-04-06,13:23,Pristina,3.54
2024-04-03,03:14,Skopje,7.91
2024-04-06,05:52,Tirana,38.66
2024-04-07,07:56,Skopje,1.1
2024-04-02,10:28,Skopje,20.6
2024-04-01,13:22,Podgorica,24.59
2024-04-02,12:27,Skopje,4.31
2024-04-03,12:06,Pristina,4.41
2024-04-03,17:27,Podgorica,23.36
2024-04-02,19:11,Skopje,24.86
2024-04-05,06:01,Podgorica,7.01
2024-04-05,21:04,Skopje,1.62
2024-04-02,19:14,Skopje,6.44
2024-04-01,01:26,Pristina,27.29
2024-04-05,20:08,Sarajevo,0.2
2024-04-02,04:20,Skopje,7.94
2024-04-02,03:27,Podgorica,1.88
2024-04-03,13:27,Skopje,29.81
2024-04-04,07:17,Pristina,11.69
2024-04-04,06:53,Skopje,2.72
2024-04-05,22:37,Sarajevo,1.94
2024-04-06,18:26,Tirana,3.77
2024-04-05,23:38,Pristina,4.22
2024-04-01,02:26,Skopje,6.13
2024-04-05,00:23,Podgorica,14.37
2024-04-03,08:00,Tirana,8.4
2024-04-05,09:18,Pristina,21.01
2024-04-04,21:38,Skopje,11.87
2024-04-03,21:48,Tirana,11.41
2024-04-04,20:32,Skopje,10.27
2024-04-04,01:10,Sarajevo,2.31
2024-04-04,17:48,Tirana,7.46
2024-04-04,13:26,Sarajevo,22.24
2024-04-01,03:12,Sarajevo,0.27
2024-04-06,20:42,Podgorica,9.64
2024-04-03,13:40,Tirana,3.76
2024-04-07,11:59,Podgorica,0.15
2024-04-02,20:39,Podgorica,20.95
2024-04-07,19:33,Pristina,27.8
2024-04-05,16:53,Pristina,23.52
2024-04-04,01:54,Pristina,25.77
2024-04-04,11:14,Pristina,0.2
2024-04-02,11:04,Pristina,24.41
2024-04-02,19:27,Sarajevo,3.5
2024-04-02,18:45,Skopje,7.4
2024-04-03,08:46,Pristina,1.03
2024-04-04,07:40,Tirana,8.98
2024-04-06,16:21,Pristina,8.52
2024-04-01,10:34,Sarajevo,0.66
2024-04-01,00:02,Pristina,6.47
2024-04-04,21:46,Skopje,6.92
2024-04-05,07:59,Skopje,0.13
2024-04-07,10:37,Skopje,27.71
2024-04-01,11:10,Skopje,24.48
2024-04-04,14:07,Podgorica,1.03
2024-04-01,04:09,Podgorica,11.91
2024-04-07,23:25,Pristina,24.37
2024-04-03,15:12,Pristina,0.22
2024-04-06,17:15,Skopje,20.34
2024-04-07,14:00,Skopje,6.39
2024-04-01,16:30,Skopje,13.64
2024-04-07,05:55,Tirana,28.72
2024-04-03,12:45,Pristina,2.55
2024-04-03,07:40,Pristina,18.71
2024-04-01,10:15,Skopje,5.65
2024-04-01,15:54,Skopje,29.65
2024-04-07,03:21,Sarajevo,10.61
2024-04-03,15:21,Skopje,17.87
2024-04-01,14:17,Skopje,8.99
2024-04-01,06:23,Sarajevo,11.96
2024-04-03,23:30,Pristina,41.97
2024-04-05,05:51,Tirana,3.18
2024-04-01,15:22,Tirana,13.57
2024-04-03,02:46,Skopje,22.49
2024-04-06,07:27,Podgorica,21.46
2024-04-07,15:15,Skopje,22.29
2024-04-01,02:40,Podgorica,8.49
2024-04-05,15:58,Skopje,4.6
2024-04-07,02:39,Pristina,4.18
2024-04-03,05:11,Tirana,29.29
2024-04-02,11:03,Podgorica,3.37
2024-04-06,14:52,Pristina,8.6
2024-04-05,04:33,Tirana,27.95
2024-04-01,20:05,Skopje,18.41
2024-04-07,20:27,Sarajevo,5.93
2024-04-05,14:23,Podgorica,16.82
2024-04-05,20:42,Skopje,4.15
2024-04-05,10:36,Skopje,5.74
2024-04-03,01:24,Sarajevo,22.97
2024-04-05,14:44,Tirana,3.96
2024-04-01,15:19,Skopje,14.66
2024-04-05,04:47,Podgorica,2.13
2024-04-06,06:49,Pristina,12.43
2024-04-01,01:07,Tirana,70.13
2024-04-03,10:41,Podgorica,18.43
2024-04-04,17:55,Skopje,12.64
2024-04-01,10:50,Sarajevo,39.71
2024-04-06,11:16,Skopje,15.04
2024-04-05,00:20,Pristina,59.54
2024-04-04,15:12,Tirana,9.28
2024-04-07,09:49,Sarajevo,0.82
2024-04-03,01:21,Pristina,6.75
2024-04-05,21:11,Sarajevo,42.63
2024-04-03,13:56,Skopje,0.84
2024-04-03,00:24,Tirana,15.69
2024-04-07,23:46,Skopje,20.66
2024-04-05,09:36,Podgorica,2.96
2024-04-07,21:41,Podgorica,13.0
2024-04-04,07:09,Pristina,0.94
2024-04-06,22:46,Tirana,2.82
2024-04-01,21:59,Pristina,24.35
2024-04-02,20:50,Sarajevo,15.28
2024-04-03,20:28,Sarajevo,2.5
2024-04-02,22:29,Tirana,15.43
2024-04-07,19:22,Skopje,13.48
2024-04-05,23:35,Skopje,1.03
2024-04-04,06:55,Skopje,14.37
2024-04-07,08:13,Skopje,16.14
2024-04-06,00:12,Skopje,56.06
2024-04-06,03:02,Tirana,5.06
2024-04-02,13:39,Podgorica,3.65
2024-04-03,06:54,Tirana,54.39
2024-04-07,07:16,Pristina,0.97
2024-04-04,23:50,Skopje,7.56
2024-04-05,19:53,Tirana,41.7
2024-04-02,01:46,Skopje,23.37
2024-04-02,19:37,Pristina,3.91
2024-04-02,22:15,Pristina,1.6
2024-04-05,14:28,Skopje,11.32
2024-04-07,02:15,Sarajevo,8.69
2024-04-05,04:26,Skopje,5.92
2024-04-01,14:21,Skopje,0.31
2024-04-06,06:27,Podgorica,16.81
2024-04-02,11:48,Skopje,2.8
2024-04-04,18:57,Sarajevo,6.29
2024-04-06,05:42,Sarajevo,18.4
2024-04-06,02:37,Tirana,2.21
2024-04-02,00:07,Tirana,5.43
2024-04-05,04:59,Skopje,4.8
2024-04-03,05:36,Pristina,8.74
2024-04-06,07:37,Sarajevo,25.92
2024-04-05,09:27,Skopje,6.78
2024-04-04,14:48,Skopje,12.81
2024-04-06,14:40,Tirana,29.73
2024-04-05,20:14,Skopje,2.03
2024-04-03,03:43,Tirana,33.04
2024-04-05,22:44,Skopje,10.08
2024-04-01,07:26,Podgorica,12.3
2024-04-05,13:47,Tirana,6.73
2024-04-05,23:45,Sarajevo,1.97
2024-04-01,03:06,Tirana,21.56
2024-04-02,08:12,Skopje,33.09
2024-04-04,19:49,Podgorica,12.58
2024-04-02,07:21,Tirana,30.56
2024-04-05,06:19,Pristina,12.07
2024-04-02,04:15,Skopje,4.92
2024-04-05,08:23,Skopje,3.07
2024-04-06,06:19,Skopje,10.12
2024-04-01,11:59,Pristina,5.05
2024-04-05,18:15,Sarajevo,12.27
2024-04-07,13:01,Skopje,4.37
2024-04-01,11:38,Sarajevo,6.18
2024-04-01,05:48,Podgorica,23.84
2024-04-03,08:56,Skopje,0.38
2024-04-04,08:20,Skopje,31.08
2024-04-05,12:51,Skopje,0.01
2024-04-06,15:12,Sarajevo,14.81
2024-04-03,01:39,Podgorica,9.2
2024-04-03,04:09,Skopje,4.06
2024-04-06,04:06,Sarajevo,5.17
2024-04-01,18:54,Skopje,35.86
2024-04-07,17:52,Pristina,22.21
2024-04-01,14:46,Podgorica,10.02
2024-04-07,07:44,Pristina,18.27
2024-04-01,08:17,Sarajevo,7.61
2024-04-02,23:08,Podgorica,16.83
2024-04-02,03:27,Podgorica,6.24
2024-04-05,16:51,Pristina,16.63
2024-04-03,09:15,Pristina,10.44
2024-04-05,21:49,Skopje,12.02
2024-04-02,04:37,Pristina,84.4
2024-04-03,15:11,Podgorica,4.07
2024-04-02,01:04,Skopje,22.27
2024-04-06,17:43,Sarajevo,38.34
2024-04-03,07:03,Tirana,3.34
2024-04-06,10:50,Skopje,15.81
2024-04-07,04:44,Skopje,29.12
2024-04-07,19:03,Podgorica,7.35
2024-04-06,15:00,Skopje,20.76
2024-04-05,01:11,Pristina,22.39
2024-04-05,20:39,Skopje,0.46
2024-04-07,10:38,Sarajevo,0.64
2024-04-06,21:04,Tirana,15.89
2024-04-01,17:31,Skopje,28.27
2024-04-06,05:38,Sarajevo,10.59
2024-04-05,09:20,Skopje,4.96
2024-04-01,05:07,Sarajevo,17.0
2024-04-01,20:51,Pristina,14.62
2024-04-04,16:25,Sarajevo,4.89
2024-04-04,09:31,Skopje,4.54
2024-04-05,14:03,Skopje,3.08
2024-04-03,18:45,Skopje,0.96
2024-04-01,03:03,Skopje,13.57
2024-04-05,17:17,Skopje,8.93
2024-04-04,22:58,Sarajevo,4.25
2024-04-01,18:16,Pristina,20.87
2024-04-06,13:22,Podgorica,5.23
2024-04-03,07:54,Skopje,0.86
2024-04-05,09:05,Skopje,29.08
2024-04-06,01:39,Skopje,5.65
2024-04-01,02:08,Tirana,8.7
2024-04-03,18:10,Podgorica,6.28
2024-04-04,20:32,Pristina,25.93
2024-04-02,10:04,Skopje,11.37
2024-04-06,16:25,Skopje,5.35
2024-04-07,14:37,Tirana,15.0
2024-04-02,20:32,Tirana,0.69
2024-04-07,00:22,Skopje,16.12
2024-04-03,19:39,Sarajevo,30.96
2024-04-06,19:43,Pristina,34.3
2024-04-04,02:00,Skopje,42.88
2024-04-03,23:38,Skopje,24.22
2024-04-02,04:36,Skopje,9.35
2024-04-01,21:00,Skopje,13.19
2024-04-06,06:56,Skopje,18.04
2024-04-05,02:18,Tirana,11.4
2024-04-02,03:05,Skopje,23.37
2024-04-05,21:16,Podgorica,25.62
2024-04-02,17:44,Sarajevo,0.48
2024-04-02,04:39,Podgorica,6.4
2024-04-02,02:27,Skopje,0.41
2024-04-06,21:09,Pristina,3.85
